0.0, 0.0
0.0165925, 0
1, 0

0.0, 0.0
0.0257184, 0.00438908
0.999999, 0.00106468

0.0, 0.0
0.0330976, 0.0085173
0.999998, 0.00212936

0.0, 0.0
0.0395161, 0.012406
0.999995, 0.00319403

0.0, 0.0
0.0452991, 0.0160977
0.999991, 0.00425871

0.0, 0.0
0.0506193, 0.0196262
0.999986, 0.00532337

0.0, 0.0
0.0555816, 0.0230164
0.99998, 0.00638804

0.0, 0.0
0.0602557, 0.0262876
0.999972, 0.00745269

0.0, 0.0
0.0646907, 0.0294547
0.999964, 0.00851734

0.0, 0.0
0.0689228, 0.0325296
0.999954, 0.00958197

0.0, 0.0
0.0729797, 0.0355218
0.999943, 0.0106466

0.0, 0.0
0.076883, 0.0384394
0.999931, 0.0117112

0.0, 0.0
0.0806502, 0.041289
0.999918, 0.0127758

0.0, 0.0
0.0842955, 0.0440761
0.999904, 0.0138404

0.0, 0.0
0.0878308, 0.0468058
0.999889, 0.014905

0.0, 0.0
0.0912659, 0.0494821
0.999872, 0.0159695

0.0, 0.0
0.0946094, 0.0521087
0.999855, 0.0170341

0.0, 0.0
0.0978686, 0.0546889
0.999836, 0.0180986

0.0, 0.0
0.10105, 0.0572254
0.999816, 0.0191631

0.0, 0.0
0.104158, 0.059721
0.999795, 0.0202275

0.0, 0.0
0.1072, 0.0621778
0.999773, 0.021292

0.0, 0.0
0.110178, 0.0645979
0.99975, 0.0223564

0.0, 0.0
0.113096, 0.0669832
0.999726, 0.0234208

0.0, 0.0
0.115959, 0.0693354
0.9997, 0.0244852

0.0, 0.0
0.118768, 0.071656
0.999674, 0.0255495

0.0, 0.0
0.121528, 0.0739465
0.999646, 0.0266139

0.0, 0.0
0.124241, 0.0762081
0.999617, 0.0276781

0.0, 0.0
0.126908, 0.0784421
0.999587, 0.0287424

0.0, 0.0
0.129533, 0.0806496
0.999556, 0.0298066

0.0, 0.0
0.132116, 0.0828316
0.999523, 0.0308708

0.0, 0.0
0.134661, 0.084989
0.99949, 0.031935

0.0, 0.0
0.137168, 0.0871228
0.999455, 0.0329991

0.0, 0.0
0.139639, 0.0892339
0.99942, 0.0340632

0.0, 0.0
0.142076, 0.0913229
0.999383, 0.0351272

0.0, 0.0
0.14448, 0.0933906
0.999345, 0.0361912

0.0, 0.0
0.146852, 0.0954378
0.999306, 0.0372552

0.0, 0.0
0.149193, 0.097465
0.999266, 0.0383191

0.0, 0.0
0.151505, 0.0994729
0.999224, 0.039383

0.0, 0.0
0.153788, 0.101462
0.999182, 0.0404468

0.0, 0.0
0.156043, 0.103433
0.999138, 0.0415106

0.0, 0.0
0.158272, 0.105386
0.999093, 0.0425743

0.0, 0.0
0.160475, 0.107322
0.999047, 0.043638

