0.0, 0.0
0.0165925, 0
1, 0

0.0, 0.0
0.0263204, 0.00315175
0.999999, 0.00106468

0.0, 0.0
0.0343392, 0.0061246
0.999998, 0.00212936

0.0, 0.0
0.0414204, 0.00893531
0.999995, 0.00319403

0.0, 0.0
0.0478797, 0.0116135
0.999991, 0.00425871

0.0, 0.0
0.0538845, 0.0141822
0.999986, 0.00532337

0.0, 0.0
0.0595369, 0.0166586
0.99998, 0.00638804

0.0, 0.0
0.0649049, 0.0190555
0.999972, 0.00745269

0.0, 0.0
0.0700366, 0.0213832
0.999964, 0.00851734

0.0, 0.0
0.0749674, 0.0236497
0.999954, 0.00958197

0.0, 0.0
0.0797245, 0.0258613
0.999943, 0.0106466

0.0, 0.0
0.0843292, 0.0280237
0.999931, 0.0117112

0.0, 0.0
0.0887989, 0.0301411
0.999918, 0.0127758

0.0, 0.0
0.0931474, 0.0322174
0.999904, 0.0138404

0.0, 0.0
0.0973867, 0.034256
0.999889, 0.014905

0.0, 0.0
0.101526, 0.0362596
0.999872, 0.0159695

0.0, 0.0
0.105575, 0.0382306
0.999855, 0.0170341

0.0, 0.0
0.10954, 0.0401714
0.999836, 0.0180986

0.0, 0.0
0.113428, 0.0420837
0.999816, 0.0191631

0.0, 0.0
0.117243, 0.0439693
0.999795, 0.0202275

0.0, 0.0
0.120992, 0.0458298
0.999773, 0.021292

0.0, 0.0
0.124678, 0.0476665
0.99975, 0.0223564

0.0, 0.0
0.128305, 0.0494808
0.999726, 0.0234208

0.0, 0.0
0.131876, 0.0512736
0.9997, 0.0244852

0.0, 0.0
0.135396, 0.0530461
0.999674, 0.0255495

0.0, 0.0
0.138866, 0.0547993
0.999646, 0.0266139

0.0, 0.0
0.142289, 0.0565339
0.999617, 0.0276781

0.0, 0.0
0.145667, 0.0582509
0.999587, 0.0287424

0.0, 0.0
0.149003, 0.059951
0.999556, 0.0298066

0.0, 0.0
0.152299, 0.0616348
0.999523, 0.0308708

0.0, 0.0
0.155556, 0.0633029
0.99949, 0.031935

0.0, 0.0
0.158777, 0.0649561
0.999455, 0.0329991

0.0, 0.0
0.161962, 0.0665949
0.99942, 0.0340632

0.0, 0.0
0.165113, 0.0682197
0.999383, 0.0351272

0.0, 0.0
0.168232, 0.0698311
0.999345, 0.0361912

0.0, 0.0
0.17132, 0.0714295
0.999306, 0.0372552

0.0, 0.0
0.174377, 0.0730154
0.999266, 0.0383191

0.0, 0.0
0.177406, 0.0745891
0.999224, 0.039383

0.0, 0.0
0.180407, 0.0761511
0.999182, 0.0404468

0.0, 0.0
0.18338, 0.0777017
0.999138, 0.0415106

0.0, 0.0
0.186328, 0.0792413
0.999093, 0.0425743

0.0, 0.0
0.189251, 0.0807701
0.999047, 0.043638
