0.0        0.0     1.99e30
57.9e6     47.4    0.33e24
108.2e6    35.0    4.87e24 
149.6e6    29.8    5.97e24
228.0e6    24.1    0.642e24
778.5e6    13.1    1898.0e24
1432.0e6   9.7     568.0e24
2867.0e6   6.8     86.8e24
4515.0e6   5.4     102.0e24
