0, 0
0.386044, 0.0273754
0.722979, 0.0202139
0.999852, 0.0172107
1.524, 0.0139187
5.20387, 0.00756578
9.57219, 0.00560214
19.1644, 0.00392727
30.1805, 0.00311872

0, 0
0.385061, 0.054611
0.722697, 0.040412
0.999704, 0.0344163
1.52394, 0.0278363
5.20387, 0.0151315
9.57219, 0.0112043
19.1644, 0.00785455
30.1805, 0.00623743

0, 0
0.382136, 0.0817117
0.72185, 0.0605944
0.999261, 0.0516168
1.52375, 0.0417527
5.20385, 0.0226973
9.57218, 0.0168064
19.1644, 0.0117818
30.1805, 0.00935615

0, 0
0.379258, 0.108542
0.721005, 0.0807453
0.998817, 0.0688072
1.52355, 0.0556667
5.20383, 0.030263
9.57218, 0.0224085
19.1644, 0.0157091
30.1805, 0.0124749

0, 0
0.374505, 0.135119
0.7196, 0.100865
0.998079, 0.0859874
1.52324, 0.0695785
5.20381, 0.0378287
9.57217, 0.0280107
19.1644, 0.0196364
30.1805, 0.0155936

0, 0
0.36987, 0.161316
0.7182, 0.120938
0.997342, 0.103152
1.52292, 0.0834867
5.20378, 0.0453943
9.57216, 0.0336128
19.1644, 0.0235636
30.1805, 0.0187123

0, 0
0.363451, 0.187167
0.716244, 0.140965
0.996312, 0.120302
1.52247, 0.0973915
5.20374, 0.0529599
9.57215, 0.0392149
19.1644, 0.0274909
30.1805, 0.021831

0, 0
0.357242, 0.212553
0.7143, 0.160931
0.995283, 0.137432
1.52203, 0.111292
5.2037, 0.0605254
9.57214, 0.044817
19.1644, 0.0314182
30.1805, 0.0249497

0, 0
0.349351, 0.237528
0.711805, 0.180837
0.993962, 0.154542
1.52146, 0.125187
5.20365, 0.0680909
9.57213, 0.0504191
19.1644, 0.0353454
30.1805, 0.0280684

0, 0
0.341771, 0.261982
0.709329, 0.200668
0.992644, 0.171627
1.52088, 0.139077
5.2036, 0.0756562
9.57211, 0.0560212
19.1644, 0.0392727
30.1805, 0.0311872

0, 0
0.332613, 0.285986
0.706311, 0.220425
0.991035, 0.188687
1.52019, 0.152961
5.20354, 0.0832215
9.57209, 0.0616233
19.1644, 0.0432
30.1805, 0.0343059

0, 0
0.323867, 0.309437
0.703319, 0.240095
0.989432, 0.205718
1.51949, 0.166838
5.20348, 0.0907867
9.57208, 0.0672254
19.1644, 0.0471272
30.1805, 0.0374246

0, 0
0.313643, 0.332422
0.699793, 0.259679
0.98754, 0.222719
1.51866, 0.180708
5.20341, 0.0983519
9.57205, 0.0728274
19.1644, 0.0510545
30.1805, 0.0405433

0, 0
0.303925, 0.354842
0.696303, 0.279164
0.985655, 0.239686
1.51784, 0.19457
5.20334, 0.105917
9.57203, 0.0784295
19.1644, 0.0549818
30.1805, 0.043662

0, 0
0.292818, 0.376798
0.69229, 0.298553
0.983483, 0.256619
1.51689, 0.208424
5.20326, 0.113482
9.57201, 0.0840315
19.1644, 0.058909
30.1805, 0.0467807

0, 0
0.282302, 0.398192
0.688321, 0.317832
0.981321, 0.273514
1.51594, 0.222269
5.20318, 0.121046
9.57198, 0.0896335
19.1644, 0.0628363
30.1805, 0.0498995

0, 0
0.270478, 0.419134
0.68384, 0.337005
0.978874, 0.29037
1.51487, 0.236105
5.20309, 0.128611
9.57196, 0.0952355
19.1644, 0.0667636
30.1805, 0.0530182

0, 0
0.259317, 0.439529
0.679415, 0.356058
0.97644, 0.307184
1.5138, 0.24993
5.20299, 0.136176
9.57193, 0.100838
19.1644, 0.0706908
30.1805, 0.0561369

0, 0
0.246915, 0.459493
0.674489, 0.374998
0.973724, 0.323956
1.5126, 0.263746
5.20289, 0.14374
9.5719, 0.106439
19.1644, 0.0746181
30.1805, 0.0592556

0, 0
0.23524, 0.47893
0.66963, 0.39381
0.971023, 0.340681
1.5114, 0.27755
5.20278, 0.151304
9.57187, 0.112041
19.1644, 0.0785453
30.1804, 0.0623743

